序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期
151,600692,亚通股份,0.054,1154036526.91,444.0934089346,246.4674,18984223.66,284.0375346683,884.7025,2.809022428397,1.9413,-0.581150130418,8.8756593047,房地产开发,2026-08-26
152,600664,哈药股份,0.16,8295656520.47,2.1041266381,-1.3098,410320866.91,57.99,54.647,2.424399963381,6.96,-0.018370697034,26.3798178529,化学制药,2026-08-26
153,600615,鑫源智造,-0.038,320927563.4,-2.3802025459,13.6805,-8673086.32,-195.5,-7.4879,3.178993264786,-1.202,-0.040911548434,9.7989956384,工业金属,2026-08-26
154,600576,祥源文旅,0.04,555248143.28,7.8016492415,29.6638,46460174.85,-47.22,56.7979,2.4566724691,1.8,0.114134051253,47.7950359244,旅游及景区,2026-08-26
155,600572,康恩贝,0.149,3701266755.65,10.2109775963,-5.7601,377770172.84,6.83,-9.6395,2.78340658372,5.26,0.213018670336,56.8010129883,中药Ⅱ,2026-08-26
156,600536,中国软件,-0.01,1792323788.73,-20.0521392238,52.6201,-12401905.94,83.35900985,183.1762,3.842831093555,-0.35,-0.977867565112,49.8306949367,IT服务Ⅱ,2026-08-26
157,600518,康美药业,0.003,2290489817.26,-11.1316676928,12.1243,36034782.6,113.21,417.5503,0.529737621232,0.49,0.002607065793,21.3007076789,中药Ⅱ,2026-08-26
158,600479,千金药业,0.3674,1918299373.44,5.5170931912,-2.2913,180846237.17,41.59,41.1167,6.139955404869,5.8,0.107811374525,49.6800210361,中药Ⅱ,2026-08-26
159,600470,六国化工,-0.33,2955212671.62,-6.3319316753,-3.1003,-170687324.09,-14.3795609065,11.1439,2.774498814321,-11.16,-1.079557591948,5.0414689156,农化制品,2026-08-26
160,600468,百利电气,0.0383,1229751184.86,19.4051402418,16.8491,41704846.95,-26.72,-36.6528,1.868843424879,2.05,-0.135550993062,17.7861677836,电网设备,2026-08-26
161,600456,宝钛股份,0.3049,3002152091.7,1.1704325258,-0.0644,145675887.69,-29.1,47.2589,15.045564864342,2.0112,-0.373924764743,18.6908218128,小金属,2026-08-26
162,600435,北方导航,-0.032,929874536.91,-45.3922525207,15.4751,-47713482.99,-141.06,-103.4466,1.87584144088,-1.64,0.308621650961,16.9642230428,地面兵装Ⅱ,2026-08-26
163,600415,小商品城,0.36,10281542979.96,33.3049494265,23.857,1979200210.15,17.05,-0.1701,4.030595308944,8.28,-0.023487496466,29.0443909103,一般零售,2026-08-26
164,600409,三友化工,0.0813,9802015007.86,2.5107574973,17.4415,167854266.04,129.15,383.4066,6.781796368107,1.2,-0.004398038762,12.6480718954,化学原料,2026-08-26
165,600396,华电辽能,0.0714,2247470088.01,11.0479339859,-40.3356,105084173.81,22.06,-133.362,1.014998784269,7.4,0.147173427812,23.7320410494,电力,2026-08-26
166,600362,江西铜业,2.5,307154938743.0,19.5346627106,20.7777,8631822608.0,106.77,106.3577,25.307878977335,10.22,1.679089040167,5.8235527637,工业金属,2026-08-26
167,600360,华微电子,0.12,1325879019.9,6.2846527919,-0.9678,117849891.6,10.15,3.5338,3.702051455403,3.35,0.058853294559,21.3009438728,半导体,2026-08-26
168,600356,恒丰纸业,0.35,1386082971.4,2.423434,1.2844,111980130.65,17.95,-3.1988,9.331146965588,4.01,1.003611196652,19.7921620834,造纸,2026-08-26
169,600352,浙江龙盛,0.3086,7293850003.2,12.1251204719,1.607,1004016394.88,8.2,-13.0784,9.86276154866,3.06,0.552905816719,34.8827213914,化学制品,2026-08-26
170,600330,天通股份,-0.229,1754147198.07,10.7513837098,17.875,-282329966.35,-636.67,-474.7082,6.090524372615,-3.689,0.033769987265,21.658183255,电子化学品Ⅱ,2026-08-26
171,600328,中盐化工,-0.1857,4886979010.73,-18.5193983179,1.4192,-272243891.68,-616.44,23.6204,7.975865345199,-2.3,-0.229876810144,3.541501191,化学原料,2026-08-26
172,600267,海正药业,0.55,4475493027.22,-14.7579457714,-12.7775,636475377.31,112.82,-21.0594,7.618265265817,7.2,0.704951344033,55.5760729491,化学制药,2026-08-26
173,600259,中稀有色,1.2,2506320136.53,-6.3842704298,-36.7147,403460048.74,456.51,36.0683,11.436259461096,10.92,-0.523866789071,11.7535151558,小金属,2026-08-26
174,600251,冠农股份,0.6914,1389458000.05,0.2818051936,18.965,537192265.84,79.09,-15.6293,5.513607470269,13.34,0.659044329019,8.5673108986,农产品加工,2026-08-26
175,600235,民丰特纸,0.019,608235686.24,1.1286825103,-18.0098,6766557.62,-55.11,753.4547,4.305094272872,0.45,0.013234489411,13.9796087493,造纸,2026-08-26
176,600223,福瑞达,0.08,1909303409.71,6.6923136521,12.0414,81781510.32,-24.25,56.3933,4.18727908729,1.91,0.033871328342,57.1791682767,化妆品,2026-08-26
177,600216,浙江医药,0.63,4386186607.44,1.4645774196,0.2035,606016341.66,-9.99,11.1464,12.125345437323,5.37,0.470291121745,37.1456101899,化学制药,2026-08-26
178,600215,派斯林,-0.0606,638457614.19,26.6212446575,17.4566,-27708194.98,21.0024826061,76.7646,5.315966836796,-1.12,-0.069751710789,-0.3158951801,自动化设备,2026-08-26
179,600212,绿能慧充,-0.0364,718934194.88,23.8930027573,40.8174,-25646524.54,-3975.81,80.6964,0.815424257509,-4.38,-0.135901178248,22.0986788459,其他电源设备Ⅱ,2026-08-26
180,600196,复星医药,0.65,20441970386.0,4.7530901415,2.9338,1721467719.58,1.15,-2.3177,18.248449055296,3.53,0.907701391678,49.6712480958,化学制药,2026-08-26
181,600160,巨化股份,0.982,13340133500.18,0.0650496646,21.6782,2650249394.52,29.23,25.9358,8.170652945846,12.15,0.863247238013,34.03007274,化学制品,2026-08-26
182,600159,大龙地产,-0.041,151337915.43,-51.4732039195,85.2679,-34187886.93,-217.8263038086,-17.3836,1.733923877239,-2.348,-0.165623782884,3.1590535765,房地产开发,2026-08-26
183,600151,航天机电,-0.0094,1476608163.01,-18.8073507941,4.5451,-13429735.94,93.7646910768,119.5002,3.078393431044,-0.3035,0.016792268054,10.2573139662,汽车零部件,2026-08-26
184,600148,长春一东,0.0835,453815605.57,19.051940428,4.1958,11814929.54,278.87,53.8054,3.417040201333,2.46,-0.058684451808,16.6882584756,汽车零部件,2026-08-26
185,600138,中青旅,0.0306,5385392632.56,10.679999778,28.3095,22129262.54,-66.9,259.9629,8.744582915354,0.35,0.20747913655,18.4605384372,旅游及景区,2026-08-26
186,600136,ST明诚,0.0,235762339.19,-15.6171915236,-8.8267,-772926.37,-177.37,163.3332,0.11156336373,-0.34,-0.02851701361,12.9290846896,房地产服务,2026-08-26
187,600129,太极集团,0.16,5084536785.45,-10.128480821,1.0956,87857299.91,-36.7,-66.1128,6.514447628618,2.48,-0.401728944195,31.9564004849,中药Ⅱ,2026-08-26
188,600107,*ST尔雅,-0.03,144028196.14,11.5432404734,-22.2956,-12505210.49,42.7905797338,-534.6541,1.081049785639,-3.16,-0.178797090222,35.186787003,服装家纺,2026-08-26
189,600079,ST人福,0.81,12060701759.83,-0.0266608735,-2.3241,1329553956.99,15.15,26.05,11.82984952293,6.82,0.614168926819,50.1529663408,化学制药,2026-08-26
190,600060,海信视像,0.921,28240061032.95,3.7066715876,5.8222,1195373521.86,13.23,2.4175,16.944496127739,5.49,0.869283798229,17.3459572128,黑色家电,2026-08-26
191,600055,万东医疗,-0.131,874647955.08,3.713668904,15.1293,-91667605.8,-278.69,-375.2939,6.17423509268,-2.08,-0.296113518394,24.9441540145,医疗器械,2026-08-26
192,600025,华能水电,0.23,13147380567.23,1.4544203223,28.1413,4376290594.5,-5.05,83.5745,3.753267246428,5.91,0.487752763259,57.1891827428,电力,2026-08-26
193,301622,英思特,-0.23,659747315.01,11.4313934846,15.2142,-26164280.68,-133.99,-7.2514,13.142211966631,-1.68,0.722995245053,20.3315932219,金属新材料,2026-08-26
194,301608,博实结,0.937,910310015.03,13.0836259699,17.6933,124239727.04,15.27,25.4677,16.994686576955,5.58,0.159398647838,25.1052222975,计算机设备,2026-08-26
195,301601,惠通科技,-0.103,92633250.79,-66.5838263785,-28.6491,-14468698.34,-188.37,-622.5396,9.416209228716,-1.09,-0.500593761745,30.9923582247,专用设备,2026-08-26
196,301596,瑞迪智驱,0.4328,373400608.31,17.7342870437,35.15,46753071.16,-8.34,30.6047,8.402107410788,5.21,0.263875859634,26.5337070495,通用设备,2026-08-26
197,301595,太力科技,0.19,748088510.7,29.5622484158,57.4748,20696554.73,-48.84,-10.9634,8.348806053657,2.26,0.046166529184,58.6987313826,家居用品,2026-08-26
198,301552,科力装备,0.42,296402077.91,-6.8395022762,9.784,51522604.88,-37.76,4.2232,9.209437365142,4.32,0.37154584276,36.0524338505,汽车零部件,2026-08-26
199,301513,尚水智能,0.27,629900179.46,58.3828522703,-7.664,22323218.03,-76.18,-124.1544,13.0103349442,2.37,3.5235634184,21.6271928382,电池,2026-08-26
200,301503,智迪科技,0.03,885265983.49,31.6905104412,25.7886,2693912.44,-94.74,-140.8652,13.673018018,0.25,0.140579260125,12.8864973305,计算机设备,2026-08-26
201,301456,盘古智能,0.3,367095332.8,28.6378193665,17.1689,45583098.79,36.58,57.2285,14.800639483277,2.02,0.128739594248,36.385554442,风电设备,2026-08-26
202,301429,森泰股份,0.2528,487519466.69,-3.1651508591,-13.1525,29382027.79,-5.78,-14.9468,11.29391430807,2.15,0.019530890543,29.7688304296,装修建材,2026-08-26
203,301419,阿莱德,0.1941,245444328.38,20.5983943383,50.7147,29113711.52,-13.07,35.2622,6.273282597533,3.01,0.0633209956,35.9401055597,通信设备,2026-08-26
204,301368,丰立智能,-0.08,281326752.57,16.2398848044,21.0614,-9482085.8,-394.07,-3814.8778,7.763236433555,-1.01,-0.198263668027,10.9195565972,通用设备,2026-08-26
205,301353,普莱得,0.3,595147670.42,29.2061826552,27.4354,37905014.51,-16.97,57.9396,10.147326610536,2.88,0.409180178605,26.3458826377,通用设备,2026-08-26
206,301322,绿通科技,-0.03,551647363.08,47.481185683,50.4727,-4404656.3,-109.53,43.1937,19.978469960698,-0.16,-0.524775208001,24.3629431127,摩托车及其他,2026-08-26
207,301317,鑫磊股份,-0.29,395547678.08,16.230462148,1.4495,-44420078.38,-111.41,-28.7768,7.372303353585,-3.63,-1.152105335772,16.1924483948,通用设备,2026-08-26
208,301291,明阳电气,0.28,2558284538.0,-26.3758084369,65.8175,87164535.82,-71.55,154.2309,16.61642215384,1.7,-1.641884348739,18.8745222151,电网设备,2026-08-26
209,301280,珠城科技,0.69,1224969171.04,36.1717876898,20.5793,132201486.51,49.35,34.4285,10.315250610996,6.72,-0.387578736002,24.2261273774,家电零部件Ⅱ,2026-08-26
210,301270,汉仪股份,0.0199,81969026.25,-8.8948737795,14.5116,1951005.08,-69.2,306.7588,9.5178186318,0.2,0.0556746072,80.406986084,软件开发,2026-08-26
211,301255,通力科技,-0.01,241162544.57,12.120030224,31.3011,-855636.56,-104.29,-212.7236,6.962822295693,-0.08,-0.660984663472,14.8881955504,通用设备,2026-08-26
212,301201,诚达药业,0.0152,255491382.8,40.0313489793,-0.7708,2299706.82,-82.07,-167.1562,13.55239795663,0.11,0.279442247772,30.8865878235,医疗服务,2026-08-26
213,301198,喜悦智行,-0.03,222419612.63,4.4826391827,18.6017,-5387463.66,20.29,-4301.5087,5.324187528817,-0.59,0.397482922604,16.0264355641,包装印刷,2026-08-26
214,301192,泰祥股份,0.131,219022986.43,-0.0095993402,0.8376,13264844.08,-47.58,-61.7794,6.497503045278,2.04,0.413521699492,24.4640818589,汽车零部件,2026-08-26
215,301176,逸豪新材,0.1299,1264444524.23,69.077635104,16.5397,21501957.89,242.19,28.9666,8.868431065421,1.44,-1.70100002486,6.614936963,元件,2026-08-26
216,301170,锡南科技,0.3281,588460130.11,8.9117171472,-0.8498,32813182.83,-38.28,-61.1691,17.8283881092,1.82,0.3402650956,17.8224669954,汽车零部件,2026-08-26
217,301149,隆华新材,0.31,3970761451.89,40.1859087284,-0.3521,134930215.39,77.3,89.0354,5.121042759677,6.33,-0.663197122331,6.1185921339,化学制品,2026-08-26
218,301130,西点药业,0.1175,101427291.82,-20.9524887872,-18.6378,8927235.93,-64.21,-102.8046,11.391181708899,1.0,0.362306047276,74.0922048903,化学制药,2026-08-26
219,301118,恒光股份,0.5809,874259702.0,16.8343089128,13.944,62533074.69,723.03,60.6261,12.796681679801,4.58,0.179401265196,19.7123437802,化学原料,2026-08-26
220,301115,联检科技,-0.18,663841084.36,3.5671213775,72.2739,-31126567.18,-224.97,103.1847,13.392680248806,-1.25,0.013092126652,36.4601651875,专业服务,2026-08-26
221,301102,兆讯传媒,-0.0714,216789281.82,-25.9255124806,-17.6055,-28498934.68,-233.26,-697.6813,7.17547673367,-0.97,0.846717877389,5.1148636394,广告营销,2026-08-26
222,301078,孩子王,0.1375,5094659167.69,3.742012552,6.95,171589386.12,19.9,152.9347,3.48658151184,3.96,0.5815654933,30.7482674713,专业连锁Ⅱ,2026-08-26
223,301068,大地海洋,0.22,622584052.27,-7.3858121296,68.6926,31293836.48,179.93,30.029,5.833738173062,3.88,-0.078531675544,17.8511014962,环境治理,2026-08-26
224,301066,万事利,0.08,407962500.9,13.1164563521,-7.2869,19665667.55,3.36,-68.1033,5.458655886308,1.53,-0.191072958803,46.7184944988,纺织制造,2026-08-26
225,301058,中粮科工,0.17,1211459593.42,14.6754714633,12.375,87550877.19,3.82,35.6402,4.446441356612,3.75,-0.847993131107,23.767780845,工程咨询服务Ⅱ,2026-08-26
226,301022,海泰科,-0.1876,404291527.51,4.770895196,-2.6931,-18659373.11,-151.29,-147.5414,13.93408175632,-1.33,0.516580332123,15.6281198197,汽车零部件,2026-08-26
227,301017,漱玉平民,0.06,5313562973.89,8.8570159275,4.2744,25776044.86,-28.9,48.8585,4.925872065462,1.26,0.107742151522,26.4434627135,医药商业,2026-08-26
228,301006,迈拓股份,0.0704,149412275.37,-10.5944456518,76.9483,9685437.27,-72.64,89.1715,9.338816044658,0.74,-0.090428869041,43.0302137296,通用设备,2026-08-26
229,300995,奇德新材,0.1804,196874390.31,10.2451823978,14.5523,15423433.85,79.2,24.5907,9.851135414857,2.13,0.542125158541,28.8662738107,塑料,2026-08-26
230,300993,玉马科技,0.17,411070544.28,12.8577642817,21.7783,53629611.49,-27.61,-7.5354,5.066158945994,3.38,0.197586990769,34.0154145598,家居用品,2026-08-26
231,300981,中红医疗,0.3712,1478364167.05,19.4604039286,45.6085,158641517.03,2662.38,3017.7293,12.259637468003,2.97,0.492047617371,23.9637797821,医疗器械,2026-08-26
232,300966,共同药业,-0.29,346273021.22,14.5084104038,13.8312,-32841315.31,-194.47,-1226.7622,6.05551601536,-4.06,0.194965673258,14.0791264905,化学制药,2026-08-26
233,300964,本川智能,0.3119,611360109.48,60.9961811509,59.7319,42702347.0,98.99,157.622,9.86568790382,4.17,0.034985940757,22.8204258336,元件,2026-08-26
234,300956,英力股份,-0.15,940222092.91,-10.4380012277,11.7765,-31885455.23,-607.95,-361.1716,6.11951075419,-2.35,1.053328322138,11.7412406125,消费电子,2026-08-26
235,300952,恒辉安防,0.09,602716613.8,1.6334317922,23.3284,21257467.26,-61.33,124.6322,7.183876936756,1.25,0.268793914427,23.223038258,服装家纺,2026-08-26
236,300940,南极光,0.0311,277819322.79,-30.1098350335,-2.5267,6914270.08,-90.51,-89.2932,5.275163348346,0.59,-0.07599878177,23.8855090472,光学光电子,2026-08-26
237,300898,熊猫乳品,0.2876,408842216.68,15.9647141699,0.2851,35664240.42,-13.73,11.132,7.96715725879,3.48,0.049602689677,26.6903309438,饮料乳品,2026-08-26
238,300890,翔丰华,0.4271,1095471847.19,59.3201900236,4.1583,50910129.4,1828.15,17.223,18.146115462434,2.23,0.4750416461,18.6925604072,电池,2026-08-26
239,300887,谱尼测试,-0.185,569401139.17,0.813934375,16.4836,-100942097.71,43.81,54.7337,4.984063574715,-3.64,-0.103577616486,28.3073519356,专业服务,2026-08-26
240,300884,狄耐克,0.118,315428514.88,10.9159304315,63.7128,29965041.76,1443.94,1735.5919,5.072336819035,2.32,-0.290173015765,37.1631045737,计算机设备,2026-08-26
241,300848,美瑞新材,0.06,1066912060.28,33.2473720595,-13.7782,25847866.39,-33.93,-104.986,3.592870113208,1.68,-0.600577394868,12.7612807221,化学制品,2026-08-26
242,300837,浙矿股份,0.18,264986224.59,-19.912859286,-22.5362,17648410.66,-48.6,-52.4471,13.841265563123,1.21,-0.187580019039,30.0311864638,专用设备,2026-08-26
243,300836,佰奥智能,0.2444,271073648.96,18.2998116517,72.3879,22558038.96,7.18,119.67,6.890337907578,3.5,-0.722922410286,23.6519813512,专用设备,2026-08-26
244,300823,建科智能,0.2,204482165.81,21.902225385,12.4306,25593776.85,442.62,-22.4217,7.25333174236,2.69,0.200683438359,48.2071457428,专用设备,2026-08-26
245,300778,新城市,-0.1413,67147995.22,-5.3222411641,94.4744,-28782921.66,-134.85,30.8903,5.842482480009,-2.39,-0.246193439444,6.8241635584,工程咨询服务Ⅱ,2026-08-26
246,300774,倍杰特,-0.0465,413483879.94,-6.990340244,179.0435,-18990225.05,-138.24,136.5066,3.56323663356,-1.29,-0.037092209347,25.0369254069,环境治理,2026-08-26
247,300756,金马游乐,0.21,391404773.11,25.53419739,53.9308,45442306.6,28.66,-32.9766,6.720561576796,3.08,0.093118098457,37.1478766277,专用设备,2026-08-26
248,300753,爱朋医疗,-0.0784,148763085.36,-6.5362943169,17.7775,-9884767.18,48.99,-25.1205,5.216749783813,-1.49,-0.095573387916,65.496908016,医疗器械,2026-08-26
249,300715,凯伦股份,0.03,1150032519.65,0.18706388,19.8595,11063288.99,-57.14,-123.6642,4.772282402372,0.62,0.254921215124,24.6879717737,装修建材,2026-08-26
250,300652,雷迪克,0.32,432376411.19,-12.9092433911,17.4522,42121469.39,-52.21,-42.6905,11.611516783435,2.73,0.177281801895,29.1557106649,汽车零部件,2026-08-26
251,300648,星云股份,0.1046,690180753.28,23.9287502604,88.0019,18225125.39,305.85,313.6184,6.850525376661,1.54,0.023008220958,31.939148606,电池,2026-08-26
252,300621,维业股份,-0.59,2444650473.14,-39.0096498563,12.7393,-122266392.0,-1271.87,-67.9756,1.965876125162,-24.77,1.146966374791,4.7946274863,装修装饰Ⅱ,2026-08-26
253,300581,晨曦航空,-0.0605,36419270.63,35.6551988539,101.4635,-33267482.84,8.24,-112.0419,1.623153547821,-3.66,-0.097941499492,42.4467463587,航空装备Ⅱ,2026-08-26
254,300576,容大感光,0.1032,572225598.75,13.0217435995,10.9614,41664169.9,-39.59,-44.8197,4.310126421996,2.41,0.213415875146,34.1683828523,电子化学品Ⅱ,2026-08-26
255,300534,陇神戎发,0.0452,332402756.41,-30.959974212,-56.4685,13707391.76,-40.67,-144.4179,2.360657525952,1.92,-0.046682621471,64.5542883421,中药Ⅱ,2026-08-26
256,300434,金石亚药,0.2376,490556664.24,-0.2231481428,-52.015,95474155.4,45.22,-117.7058,6.50771212112,3.67,0.26733017904,60.522196024,化学制药,2026-08-26
257,300425,中建环能,0.0105,700595771.41,5.4910180113,43.0006,7132815.79,-3.63,5520.8848,3.472546059708,0.3,0.164135862799,22.7430383428,环境治理,2026-08-26
258,300407,凯发电气,0.05,1247845983.5,15.721886352,26.1459,15351172.32,-24.22,-19.3869,6.276526116189,0.75,0.538290077568,21.1512775527,电网设备,2026-08-26
259,300393,中来股份,-0.32,1166069813.13,-64.7054867624,35.5597,-345111692.24,-104.49,62.5517,1.662120054983,-18.43,0.350407343976,4.2619211312,光伏设备,2026-08-26
260,300360,炬华科技,0.34,688869957.75,-22.0799549298,32.5626,176660395.77,-48.72,-14.5759,8.126078525681,4.19,-0.035257932343,42.126404137,电网设备,2026-08-26
261,300340,科恒股份,-0.1221,880869089.75,10.2189225677,37.5901,-33635320.14,65.45,43.0926,0.189458412593,-48.74,-0.012651301946,10.1527698634,电池,2026-08-26
262,300328,宜安科技,-0.0767,798979057.6,10.7013459385,25.0084,-52932533.27,-183.3,-76.0057,1.498071484636,-5.08,0.012833142885,7.9980920992,工业金属,2026-08-26
263,300318,博晖创新,-0.0191,395524881.48,-2.0881175955,8.3231,-15606630.04,16.49,-14.2237,1.556813781928,-1.22,-0.044865208277,32.7786882698,生物制品,2026-08-26
264,300286,安科瑞,0.44,588643417.39,9.2665395219,26.9117,108871485.63,-13.3,16.5599,9.110857595573,4.74,-0.008781586856,47.0055395619,电网设备,2026-08-26
265,300255,常山药业,-0.02,475824544.14,-3.2105663731,-14.2068,-16761782.73,42.38,-485.5004,1.292181143467,-1.4,0.022407542082,21.615873493,化学制药,2026-08-26
266,300253,卫宁健康,-0.0798,994411309.05,18.5020894919,50.1939,-176397147.97,-49.53,-1457.2085,2.448918746581,-3.2,0.006855440221,33.6677780294,软件开发,2026-08-26
267,300252,金信诺,0.04,1488804390.24,21.7546890964,20.9495,24991187.98,384.65,-81.7113,3.617395220702,1.08,-0.159926447335,19.0438739568,军工电子Ⅱ,2026-08-26
268,300206,理邦仪器,0.3482,1023518584.81,12.0059591327,-1.7539,201841258.45,30.68,-7.8579,3.81623758541,9.04,0.263775915253,59.5799452086,医疗器械,2026-08-26
269,300197,节能铁汉,-0.5598,336486684.58,-34.7423474936,-26.2097,-1624793664.77,-178.7,-1139.0313,-0.637915990631,,-0.06035676445,-142.6975690433,基础建设,2026-08-26
270,300193,佳士科技,0.18,765605200.27,26.600197394,41.3876,87654055.85,-17.5,138.7239,4.889387679455,3.66,0.264543756338,28.4117789499,通用设备,2026-08-26
